tracker,seq,week,code,total_sold,total_units,teduh_name,note,block_note
status13,,2026-08-13,30363-2,1123,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 125, Block B: 470, Block C: 289"
status13,,2026-08-13,30821-1,498,988,RESIDENSI RADIUM,,"Latest sales - Block A: 202, Block B: 207"
status13,,2026-08-13,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 386
status13,,2026-08-13,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-13,8824-5,614,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 144, Block B: 378"
status13,,2026-08-13,20253-3,1142,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 481, Block X: 461"
status13,,2026-08-13,30876-1,124,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 104
status13,,2026-08-13,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 263, Block B: 259"
johor,,2026-08-13,835-14,296,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 108"
johor,,2026-08-13,30946-1,938,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 381, Block B: 364, Block C: 86, Block D: 107"
johor,,2026-08-13,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-13,30635-1,1052,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 212, Block 2B: 174"
johor,,2026-08-13,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-13,31100-1,1413,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 443, Block B1: 231, Block B2: 284, Block D1: 167, Block D2: 288"
johor,,2026-08-13,31074-1,990,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 365, Block C: 224"
johor,,2026-08-13,9600-6,728,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 486, Block B: 242"
johor,,2026-08-13,31031-1,1391,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 725, Block B: 666"
johor,,2026-08-13,30828-3,902,996,RESIDENSI GEN SFERA,,
johor,,2026-08-13,13531-2,711,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 432, Block B: 279"
johor,,2026-08-13,31034-1,384,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 294, Block B: 90"
johor,,2026-08-13,31149-1,288,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 209, Block B: 79"
seputeh,,2026-08-14,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 3, Block D: 8, Block E: 2, Block F: 2, Block G: 6, Block H: 5"
seputeh,,2026-08-14,30216-1,33,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 28, Block RA/S: 2"
seputeh,,2026-08-14,30216-2,45,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 8, Block RC/S: 27"
seputeh,,2026-08-14,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-14,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-14,2463-23,306,433,PARKCITY RESIDENCES,,
status13,,2026-08-14,31202-1,177,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 91, Block B: 75"
status13,,2026-08-14,13262-2,334,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 36, Block B: 253"
status13,,2026-08-14,30590-2,119,996,ARTE STAR,,Latest sales - Block B: 105
status13,,2026-08-14,5911-33,996,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 394, Block B: 434"
status13,,2026-08-14,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 125, Block B: 471, Block C: 290"
status13,,2026-08-14,30821-1,499,988,RESIDENSI RADIUM,,"Latest sales - Block A: 203, Block B: 207"
status13,,2026-08-14,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 386
status13,,2026-08-14,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-14,8824-5,618,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 147, Block B: 378"
status13,,2026-08-14,20253-3,1142,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 481, Block X: 461"
status13,,2026-08-14,30876-1,125,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 105
status13,,2026-08-14,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 263, Block B: 259"
johor,,2026-08-14,835-14,297,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 109"
johor,,2026-08-14,30946-1,942,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 382, Block B: 367, Block C: 86, Block D: 107"
johor,,2026-08-14,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-14,30635-1,1052,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 212, Block 2B: 174"
johor,,2026-08-14,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-14,31100-1,1417,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 446, Block B1: 231, Block B2: 284, Block D1: 168, Block D2: 288"
johor,,2026-08-14,31074-1,990,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 365, Block C: 224"
johor,,2026-08-14,9600-6,731,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 488, Block B: 243"
johor,,2026-08-14,31031-1,1391,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 725, Block B: 666"
johor,,2026-08-14,30828-3,902,996,RESIDENSI GEN SFERA,,
johor,,2026-08-14,13531-2,714,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 432, Block B: 282"
johor,,2026-08-14,31034-1,385,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 294, Block B: 91"
johor,,2026-08-14,31149-1,291,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 209, Block B: 82"
seputeh,,2026-08-15,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 3, Block D: 8, Block E: 2, Block F: 2, Block G: 6, Block H: 5"
seputeh,,2026-08-15,30216-1,33,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 28, Block RA/S: 2"
seputeh,,2026-08-15,30216-2,45,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 8, Block RC/S: 27"
seputeh,,2026-08-15,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-15,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-15,2463-23,311,433,PARKCITY RESIDENCES,,
status13,,2026-08-15,31202-1,177,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 91, Block B: 75"
status13,,2026-08-15,13262-2,335,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 37, Block B: 253"
status13,,2026-08-15,30590-2,119,996,ARTE STAR,,Latest sales - Block B: 105
status13,,2026-08-15,5911-33,998,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 394, Block B: 435"
status13,,2026-08-15,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 125, Block B: 471, Block C: 290"
status13,,2026-08-15,30821-1,502,988,RESIDENSI RADIUM,,"Latest sales - Block A: 204, Block B: 208"
status13,,2026-08-15,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 386
status13,,2026-08-15,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-15,8824-5,621,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 149, Block B: 378"
status13,,2026-08-15,20253-3,1145,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 482, Block X: 463"
status13,,2026-08-15,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 106
status13,,2026-08-15,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 263, Block B: 259"
johor,,2026-08-15,835-14,298,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 110"
johor,,2026-08-15,30946-1,950,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 387, Block B: 369, Block C: 86, Block D: 108"
johor,,2026-08-15,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-15,30635-1,1054,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 213, Block 2B: 175"
johor,,2026-08-15,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-15,31100-1,1418,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 447, Block B1: 231, Block B2: 284, Block D1: 168, Block D2: 288"
johor,,2026-08-15,31074-1,992,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 365, Block C: 226"
johor,,2026-08-15,9600-6,737,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 491, Block B: 246"
johor,,2026-08-15,31031-1,1391,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 725, Block B: 666"
johor,,2026-08-15,30828-3,902,996,RESIDENSI GEN SFERA,,
johor,,2026-08-15,13531-2,715,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 432, Block B: 283"
johor,,2026-08-15,31034-1,385,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 294, Block B: 91"
johor,,2026-08-15,31149-1,292,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 210, Block B: 82"
seputeh,,2026-08-16,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 3, Block D: 8, Block E: 2, Block F: 2, Block G: 6, Block H: 5"
seputeh,,2026-08-16,30216-1,33,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 28, Block RA/S: 2"
seputeh,,2026-08-16,30216-2,45,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 8, Block RC/S: 27"
seputeh,,2026-08-16,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-16,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-16,2463-23,311,433,PARKCITY RESIDENCES,,
status13,,2026-08-16,31202-1,177,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 91, Block B: 75"
status13,,2026-08-16,13262-2,335,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 37, Block B: 253"
status13,,2026-08-16,30590-2,119,996,ARTE STAR,,Latest sales - Block B: 105
status13,,2026-08-16,5911-33,998,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 394, Block B: 435"
status13,,2026-08-16,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 125, Block B: 471, Block C: 290"
status13,,2026-08-16,30821-1,502,988,RESIDENSI RADIUM,,"Latest sales - Block A: 204, Block B: 208"
status13,,2026-08-16,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 386
status13,,2026-08-16,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-16,8824-5,621,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 149, Block B: 378"
status13,,2026-08-16,20253-3,1145,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 482, Block X: 463"
status13,,2026-08-16,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 106
status13,,2026-08-16,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 263, Block B: 259"
status13,,2026-08-16,31332-1,139,830,BINASTRA COCHRANE,,"Latest sales - Block A: 77, Block B: 51"
johor,,2026-08-16,835-14,298,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 110"
johor,,2026-08-16,30946-1,950,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 387, Block B: 369, Block C: 86, Block D: 108"
johor,,2026-08-16,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-16,30635-1,1054,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 213, Block 2B: 175"
johor,,2026-08-16,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-16,31100-1,1418,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 447, Block B1: 231, Block B2: 284, Block D1: 168, Block D2: 288"
johor,,2026-08-16,31074-1,992,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 365, Block C: 226"
johor,,2026-08-16,9600-6,737,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 491, Block B: 246"
johor,,2026-08-16,31031-1,1391,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 725, Block B: 666"
johor,,2026-08-16,30828-3,902,996,RESIDENSI GEN SFERA,,
johor,,2026-08-16,13531-2,715,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 432, Block B: 283"
johor,,2026-08-16,31034-1,385,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 294, Block B: 91"
johor,,2026-08-16,31149-1,292,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 210, Block B: 82"
seputeh,,2026-08-17,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 4, Block D: 10, Block E: 2, Block F: 2, Block G: 10, Block H: 7"
seputeh,,2026-08-17,30216-1,33,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 31, Block RA/S: 2"
seputeh,,2026-08-17,30216-2,45,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 11, Block RC/S: 34"
seputeh,,2026-08-17,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-17,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-17,2463-23,312,433,PARKCITY RESIDENCES,,
status13,,2026-08-17,31202-1,177,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 96, Block B: 81"
status13,,2026-08-17,13262-2,335,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 40, Block B: 295"
status13,,2026-08-17,30590-2,120,996,ARTE STAR,,Latest sales - Block B: 120
status13,,2026-08-17,5911-33,998,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 460, Block B: 538"
status13,,2026-08-17,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 181, Block B: 581, Block C: 362"
status13,,2026-08-17,30821-1,502,988,RESIDENSI RADIUM,,"Latest sales - Block A: 248, Block B: 254"
status13,,2026-08-17,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 467
status13,,2026-08-17,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-17,8824-5,621,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 167, Block B: 454"
status13,,2026-08-17,20253-3,1145,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 591, Block X: 554"
status13,,2026-08-17,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 126
status13,,2026-08-17,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 333, Block B: 326"
status13,,2026-08-17,31332-1,139,830,BINASTRA COCHRANE,,"Latest sales - Block A: 88, Block B: 51"
johor,,2026-08-17,835-14,298,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 110"
johor,,2026-08-17,30946-1,950,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 387, Block B: 369, Block C: 86, Block D: 108"
johor,,2026-08-17,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-17,30635-1,1054,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 213, Block 2B: 175"
johor,,2026-08-17,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-17,31100-1,1418,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 447, Block B1: 231, Block B2: 284, Block D1: 168, Block D2: 288"
johor,,2026-08-17,31074-1,992,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 365, Block C: 226"
johor,,2026-08-17,9600-6,737,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 491, Block B: 246"
johor,,2026-08-17,31031-1,1391,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 725, Block B: 666"
johor,,2026-08-17,30828-3,902,996,RESIDENSI GEN SFERA,,
johor,,2026-08-17,13531-2,715,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 432, Block B: 283"
johor,,2026-08-17,31034-1,386,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 294, Block B: 92"
johor,,2026-08-17,31149-1,292,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 210, Block B: 82"
seputeh,,2026-08-18,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 4, Block D: 10, Block E: 2, Block F: 2, Block G: 10, Block H: 7"
seputeh,,2026-08-18,30216-1,34,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 32, Block RA/S: 2"
seputeh,,2026-08-18,30216-2,46,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 11, Block RC/S: 35"
seputeh,,2026-08-18,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-18,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-18,2463-23,316,433,PARKCITY RESIDENCES,,
status13,,2026-08-18,31202-1,178,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 97, Block B: 81"
status13,,2026-08-18,13262-2,337,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 41, Block B: 296"
status13,,2026-08-18,30590-2,120,996,ARTE STAR,,Latest sales - Block B: 120
status13,,2026-08-18,5911-33,998,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 460, Block B: 538"
status13,,2026-08-18,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 181, Block B: 581, Block C: 362"
status13,,2026-08-18,30821-1,504,988,RESIDENSI RADIUM,,"Latest sales - Block A: 250, Block B: 254"
status13,,2026-08-18,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 467
status13,,2026-08-18,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-18,8824-5,622,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 168, Block B: 454"
status13,,2026-08-18,20253-3,1146,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 592, Block X: 554"
status13,,2026-08-18,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 126
status13,,2026-08-18,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 333, Block B: 326"
status13,,2026-08-18,31332-1,145,830,BINASTRA COCHRANE,,"Latest sales - Block A: 92, Block B: 53"
johor,,2026-08-18,835-14,298,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 188, Block B: 110"
johor,,2026-08-18,30946-1,951,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 387, Block B: 370, Block C: 86, Block D: 108"
johor,,2026-08-18,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-18,30635-1,1054,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 326, Block 1B: 340, Block 2A: 213, Block 2B: 175"
johor,,2026-08-18,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-18,31100-1,1418,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 447, Block B1: 231, Block B2: 284, Block D1: 168, Block D2: 288"
johor,,2026-08-18,31074-1,993,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 366, Block C: 226"
johor,,2026-08-18,9600-6,737,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 491, Block B: 246"
johor,,2026-08-18,31031-1,1393,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 726, Block B: 667"
johor,,2026-08-18,30828-3,904,996,RESIDENSI GEN SFERA,,
johor,,2026-08-18,13531-2,717,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 433, Block B: 284"
johor,,2026-08-18,31034-1,388,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 295, Block B: 93"
johor,,2026-08-18,31149-1,292,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 210, Block B: 82"
seputeh,,2026-08-19,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 4, Block D: 10, Block E: 2, Block F: 2, Block G: 10, Block H: 7"
seputeh,,2026-08-19,30216-1,34,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 32, Block RA/S: 2"
seputeh,,2026-08-19,30216-2,47,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 11, Block RC/S: 36"
seputeh,,2026-08-19,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-19,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-19,2463-23,319,433,PARKCITY RESIDENCES,,
status13,,2026-08-19,31202-1,178,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 97, Block B: 81"
status13,,2026-08-19,13262-2,340,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 44, Block B: 296"
status13,,2026-08-19,30590-2,120,996,ARTE STAR,,Latest sales - Block B: 120
status13,,2026-08-19,5911-33,1000,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 460, Block B: 540"
status13,,2026-08-19,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 181, Block B: 581, Block C: 362"
status13,,2026-08-19,30821-1,504,988,RESIDENSI RADIUM,,"Latest sales - Block A: 250, Block B: 254"
status13,,2026-08-19,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 467
status13,,2026-08-19,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-19,8824-5,622,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 170, Block B: 452"
status13,,2026-08-19,20253-3,1146,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 592, Block X: 554"
status13,,2026-08-19,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 126
status13,,2026-08-19,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 333, Block B: 326"
status13,,2026-08-19,31332-1,160,830,BINASTRA COCHRANE,,"Latest sales - Block A: 101, Block B: 59"
johor,,2026-08-19,835-14,302,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 189, Block B: 113"
johor,,2026-08-19,30946-1,953,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 388, Block B: 371, Block C: 86, Block D: 108"
johor,,2026-08-19,14523-4,47,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 47
johor,,2026-08-19,30635-1,1056,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 327, Block 1B: 340, Block 2A: 213, Block 2B: 176"
johor,,2026-08-19,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-19,31100-1,1419,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 447, Block B1: 231, Block B2: 285, Block D1: 168, Block D2: 288"
johor,,2026-08-19,31074-1,996,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 401, Block B: 367, Block C: 228"
johor,,2026-08-19,9600-6,738,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 493, Block B: 245"
johor,,2026-08-19,31031-1,1394,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 727, Block B: 667"
johor,,2026-08-19,30828-3,904,996,RESIDENSI GEN SFERA,,
johor,,2026-08-19,13531-2,717,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 433, Block B: 284"
johor,,2026-08-19,31034-1,388,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 295, Block B: 93"
johor,,2026-08-19,31149-1,292,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 210, Block B: 82"
seputeh,,2026-08-20,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 4, Block D: 10, Block E: 2, Block F: 2, Block G: 10, Block H: 7"
seputeh,,2026-08-20,30216-1,35,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 33, Block RA/S: 2"
seputeh,,2026-08-20,30216-2,48,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 12, Block RC/S: 36"
seputeh,,2026-08-20,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-20,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-20,2463-23,327,433,PARKCITY RESIDENCES,,
status13,,2026-08-20,31202-1,180,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 99, Block B: 81"
status13,,2026-08-20,13262-2,341,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 45, Block B: 296"
status13,,2026-08-20,30590-2,120,996,ARTE STAR,,Latest sales - Block B: 120
status13,,2026-08-20,5911-33,1000,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 460, Block B: 540"
status13,,2026-08-20,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 181, Block B: 581, Block C: 362"
status13,,2026-08-20,30821-1,506,988,RESIDENSI RADIUM,,"Latest sales - Block A: 251, Block B: 255"
status13,,2026-08-20,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 467
status13,,2026-08-20,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-20,8824-5,623,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 171, Block B: 452"
