week,tracker,code,group_idx,unit_type,units,sold
2026-08-16,johor,13531-2,0,Pangsapuri Servis,824,715
2026-08-16,johor,31034-1,0,Soho,540,294
2026-08-16,johor,31034-1,1,Soho,472,91
2026-08-16,johor,31149-1,0,Pangsapuri Servis,637,210
2026-08-16,johor,31149-1,1,Pangsapuri Servis,637,82
2026-08-17,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-17,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-17,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-17,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-17,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-17,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-17,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-17,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-17,seputeh,30216-1,0,Pangsapuri Servis,154,33
2026-08-17,seputeh,30216-2,0,Pangsapuri Servis,490,45
2026-08-17,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-17,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-17,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,237
2026-08-17,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,75
2026-08-17,status13,31202-1,0,Pangsapuri Suite,680,96
2026-08-17,status13,31202-1,1,Pangsapuri Suite,630,81
2026-08-17,status13,13262-2,0,Pangsapuri Suite,747,40
2026-08-17,status13,13262-2,1,Pangsapuri Suite,797,295
2026-08-17,status13,30590-2,0,Soho,996,120
2026-08-17,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-17,status13,5911-33,1,Pangsapuri Servis,932,538
2026-08-17,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-17,status13,30821-1,0,Pangsapuri Suite,494,248
2026-08-17,status13,30821-1,1,Pangsapuri Suite,494,254
2026-08-17,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-17,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-17,status13,8824-5,0,Pangsapuri Servis,641,167
2026-08-17,status13,8824-5,1,Pangsapuri Servis,655,454
2026-08-17,status13,20253-3,0,Rumah Pangsa/Kondo,757,591
2026-08-17,status13,20253-3,1,Rumah Pangsa/Kondo,743,554
2026-08-17,status13,30876-1,0,Rumah Pangsa/Kondo,551,126
2026-08-17,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-17,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-17,status13,31332-1,0,Pangsapuri Servis,415,88
2026-08-17,status13,31332-1,1,Pangsapuri Servis,415,51
2026-08-17,johor,835-14,0,Pangsapuri Servis,715,298
2026-08-17,johor,30946-1,0,Pangsapuri Servis,1950,950
2026-08-17,johor,14523-4,0,Pangsapuri Servis,416,47
2026-08-17,johor,30635-1,0,Pangsapuri Servis,539,326
2026-08-17,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-17,johor,30635-1,2,Pangsapuri Servis,539,213
2026-08-17,johor,30635-1,3,Pangsapuri Servis,539,175
2026-08-17,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-17,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-17,johor,31100-1,1,Pangsapuri Servis,1257,515
2026-08-17,johor,31100-1,2,Pangsapuri Servis,908,447
2026-08-17,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-17,johor,31074-1,0,Pangsapuri Servis,858,401
2026-08-17,johor,31074-1,1,Pangsapuri Servis,858,365
2026-08-17,johor,31074-1,2,Pangsapuri Servis,1027,226
2026-08-17,johor,9600-6,0,Pangsapuri Servis,843,491
2026-08-17,johor,9600-6,1,Pangsapuri Servis,890,246
2026-08-17,johor,31031-1,0,Pangsapuri Servis,815,725
2026-08-17,johor,31031-1,1,Pangsapuri Servis,808,666
2026-08-17,johor,30828-3,0,Pangsapuri Servis,996,902
2026-08-17,johor,13531-2,0,Pangsapuri Servis,824,715
2026-08-17,johor,31034-1,0,Soho,540,294
2026-08-17,johor,31034-1,1,Soho,472,92
2026-08-17,johor,31149-1,0,Pangsapuri Servis,637,210
2026-08-17,johor,31149-1,1,Pangsapuri Servis,637,82
2026-08-18,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-18,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-18,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-18,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-18,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-18,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-18,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-18,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-18,seputeh,30216-1,0,Pangsapuri Servis,154,34
2026-08-18,seputeh,30216-2,0,Pangsapuri Servis,490,46
2026-08-18,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-18,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-18,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,241
2026-08-18,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,75
2026-08-18,status13,31202-1,0,Pangsapuri Suite,680,97
2026-08-18,status13,31202-1,1,Pangsapuri Suite,630,81
2026-08-18,status13,13262-2,0,Pangsapuri Suite,747,41
2026-08-18,status13,13262-2,1,Pangsapuri Suite,797,296
2026-08-18,status13,30590-2,0,Soho,996,120
2026-08-18,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-18,status13,5911-33,1,Pangsapuri Servis,932,538
2026-08-18,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-18,status13,30821-1,0,Pangsapuri Suite,494,250
2026-08-18,status13,30821-1,1,Pangsapuri Suite,494,254
2026-08-18,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-18,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-18,status13,8824-5,0,Pangsapuri Servis,641,168
2026-08-18,status13,8824-5,1,Pangsapuri Servis,655,454
2026-08-18,status13,20253-3,0,Rumah Pangsa/Kondo,757,592
2026-08-18,status13,20253-3,1,Rumah Pangsa/Kondo,743,554
2026-08-18,status13,30876-1,0,Rumah Pangsa/Kondo,551,126
2026-08-18,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-18,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-18,status13,31332-1,0,Pangsapuri Servis,415,92
2026-08-18,status13,31332-1,1,Pangsapuri Servis,415,53
2026-08-18,johor,835-14,0,Pangsapuri Servis,715,298
2026-08-18,johor,30946-1,0,Pangsapuri Servis,1950,951
2026-08-18,johor,14523-4,0,Pangsapuri Servis,416,47
2026-08-18,johor,30635-1,0,Pangsapuri Servis,539,326
2026-08-18,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-18,johor,30635-1,2,Pangsapuri Servis,539,213
2026-08-18,johor,30635-1,3,Pangsapuri Servis,539,175
2026-08-18,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-18,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-18,johor,31100-1,1,Pangsapuri Servis,1257,515
2026-08-18,johor,31100-1,2,Pangsapuri Servis,908,447
2026-08-18,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-18,johor,31074-1,0,Pangsapuri Servis,858,401
2026-08-18,johor,31074-1,1,Pangsapuri Servis,858,366
2026-08-18,johor,31074-1,2,Pangsapuri Servis,1027,226
2026-08-18,johor,9600-6,0,Pangsapuri Servis,843,491
2026-08-18,johor,9600-6,1,Pangsapuri Servis,890,246
2026-08-18,johor,31031-1,0,Pangsapuri Servis,815,726
2026-08-18,johor,31031-1,1,Pangsapuri Servis,808,667
2026-08-18,johor,30828-3,0,Pangsapuri Servis,996,904
2026-08-18,johor,13531-2,0,Pangsapuri Servis,824,717
2026-08-18,johor,31034-1,0,Soho,540,295
2026-08-18,johor,31034-1,1,Soho,472,93
2026-08-18,johor,31149-1,0,Pangsapuri Servis,637,210
2026-08-18,johor,31149-1,1,Pangsapuri Servis,637,82
2026-08-19,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-19,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-19,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-19,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-19,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-19,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-19,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-19,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-19,seputeh,30216-1,0,Pangsapuri Servis,154,34
2026-08-19,seputeh,30216-2,0,Pangsapuri Servis,490,47
2026-08-19,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-19,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-19,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,244
2026-08-19,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,75
2026-08-19,status13,31202-1,0,Pangsapuri Suite,680,97
2026-08-19,status13,31202-1,1,Pangsapuri Suite,630,81
2026-08-19,status13,13262-2,0,Pangsapuri Suite,747,44
2026-08-19,status13,13262-2,1,Pangsapuri Suite,797,296
2026-08-19,status13,30590-2,0,Soho,996,120
2026-08-19,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-19,status13,5911-33,1,Pangsapuri Servis,932,540
2026-08-19,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-19,status13,30821-1,0,Pangsapuri Suite,494,250
2026-08-19,status13,30821-1,1,Pangsapuri Suite,494,254
2026-08-19,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-19,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-19,status13,8824-5,0,Pangsapuri Servis,641,170
2026-08-19,status13,8824-5,1,Pangsapuri Servis,655,452
2026-08-19,status13,20253-3,0,Rumah Pangsa/Kondo,757,592
2026-08-19,status13,20253-3,1,Rumah Pangsa/Kondo,743,554
2026-08-19,status13,30876-1,0,Rumah Pangsa/Kondo,551,126
2026-08-19,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-19,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-19,status13,31332-1,0,Pangsapuri Servis,415,101
2026-08-19,status13,31332-1,1,Pangsapuri Servis,415,59
2026-08-19,johor,835-14,0,Pangsapuri Servis,715,302
2026-08-19,johor,30946-1,0,Pangsapuri Servis,1950,953
2026-08-19,johor,14523-4,0,Pangsapuri Servis,416,47
2026-08-19,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-19,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-19,johor,30635-1,2,Pangsapuri Servis,539,213
2026-08-19,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-19,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-19,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-19,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-19,johor,31100-1,2,Pangsapuri Servis,908,447
2026-08-19,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-19,johor,31074-1,0,Pangsapuri Servis,858,401
2026-08-19,johor,31074-1,1,Pangsapuri Servis,858,367
2026-08-19,johor,31074-1,2,Pangsapuri Servis,1027,228
2026-08-19,johor,9600-6,0,Pangsapuri Servis,843,493
2026-08-19,johor,9600-6,1,Pangsapuri Servis,890,245
2026-08-19,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-19,johor,31031-1,1,Pangsapuri Servis,808,667
2026-08-19,johor,30828-3,0,Pangsapuri Servis,996,904
2026-08-19,johor,13531-2,0,Pangsapuri Servis,824,717
2026-08-19,johor,31034-1,0,Soho,540,295
2026-08-19,johor,31034-1,1,Soho,472,93
2026-08-19,johor,31149-1,0,Pangsapuri Servis,637,210
2026-08-19,johor,31149-1,1,Pangsapuri Servis,637,82
2026-08-20,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-20,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-20,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-20,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-20,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-20,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-20,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-20,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-20,seputeh,30216-1,0,Pangsapuri Servis,154,35
2026-08-20,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-20,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-20,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-20,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,248
2026-08-20,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,79
2026-08-20,status13,31202-1,0,Pangsapuri Suite,680,99
2026-08-20,status13,31202-1,1,Pangsapuri Suite,630,81
2026-08-20,status13,13262-2,0,Pangsapuri Suite,747,45
2026-08-20,status13,13262-2,1,Pangsapuri Suite,797,296
2026-08-20,status13,30590-2,0,Soho,996,120
2026-08-20,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-20,status13,5911-33,1,Pangsapuri Servis,932,540
2026-08-20,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-20,status13,30821-1,0,Pangsapuri Suite,494,251
2026-08-20,status13,30821-1,1,Pangsapuri Suite,494,255
2026-08-20,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-20,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-20,status13,8824-5,0,Pangsapuri Servis,641,171
2026-08-20,status13,8824-5,1,Pangsapuri Servis,655,452
2026-08-20,status13,20253-3,0,Rumah Pangsa/Kondo,757,594
2026-08-20,status13,20253-3,1,Rumah Pangsa/Kondo,743,554
2026-08-20,status13,30876-1,0,Rumah Pangsa/Kondo,551,126
2026-08-20,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-20,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-20,status13,31332-1,0,Pangsapuri Servis,415,113
2026-08-20,status13,31332-1,1,Pangsapuri Servis,415,61
2026-08-20,johor,835-14,0,Pangsapuri Servis,715,302
2026-08-20,johor,30946-1,0,Pangsapuri Servis,1950,953
2026-08-20,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-20,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-20,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-20,johor,30635-1,2,Pangsapuri Servis,539,213
2026-08-20,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-20,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-20,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-20,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-20,johor,31100-1,2,Pangsapuri Servis,908,448
2026-08-20,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-20,johor,31074-1,0,Pangsapuri Servis,858,402
2026-08-20,johor,31074-1,1,Pangsapuri Servis,858,368
2026-08-20,johor,31074-1,2,Pangsapuri Servis,1027,229
2026-08-20,johor,9600-6,0,Pangsapuri Servis,843,493
2026-08-20,johor,9600-6,1,Pangsapuri Servis,890,246
2026-08-20,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-20,johor,31031-1,1,Pangsapuri Servis,808,667
2026-08-20,johor,30828-3,0,Pangsapuri Servis,996,905
2026-08-20,johor,13531-2,0,Pangsapuri Servis,824,719
2026-08-20,johor,31034-1,0,Soho,540,296
2026-08-20,johor,31034-1,1,Soho,472,93
2026-08-20,johor,31149-1,0,Pangsapuri Servis,637,211
2026-08-20,johor,31149-1,1,Pangsapuri Servis,637,82
2026-08-21,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-21,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-21,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-21,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-21,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-21,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-21,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-21,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-21,seputeh,30216-1,0,Pangsapuri Servis,154,35
2026-08-21,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-21,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-21,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-21,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,252
2026-08-21,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,83
2026-08-21,status13,31202-1,0,Pangsapuri Suite,680,100
2026-08-21,status13,31202-1,1,Pangsapuri Suite,630,83
2026-08-21,status13,13262-2,0,Pangsapuri Suite,747,47
2026-08-21,status13,13262-2,1,Pangsapuri Suite,797,297
2026-08-21,status13,30590-2,0,Soho,996,123
2026-08-21,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-21,status13,5911-33,1,Pangsapuri Servis,932,543
2026-08-21,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-21,status13,30821-1,0,Pangsapuri Suite,494,252
2026-08-21,status13,30821-1,1,Pangsapuri Suite,494,257
2026-08-21,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-21,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-21,status13,8824-5,0,Pangsapuri Servis,641,174
2026-08-21,status13,8824-5,1,Pangsapuri Servis,655,452
2026-08-21,status13,20253-3,0,Rumah Pangsa/Kondo,757,595
2026-08-21,status13,20253-3,1,Rumah Pangsa/Kondo,743,556
2026-08-21,status13,30876-1,0,Rumah Pangsa/Kondo,551,127
2026-08-21,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-21,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-21,status13,31332-1,0,Pangsapuri Servis,415,124
2026-08-21,status13,31332-1,1,Pangsapuri Servis,415,67
2026-08-21,johor,835-14,0,Pangsapuri Servis,715,302
2026-08-21,johor,30946-1,0,Pangsapuri Servis,1950,954
2026-08-21,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-21,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-21,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-21,johor,30635-1,2,Pangsapuri Servis,539,215
2026-08-21,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-21,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-21,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-21,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-21,johor,31100-1,2,Pangsapuri Servis,908,449
2026-08-21,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-21,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-21,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-21,johor,31074-1,2,Pangsapuri Servis,1027,229
2026-08-21,johor,9600-6,0,Pangsapuri Servis,843,494
2026-08-21,johor,9600-6,1,Pangsapuri Servis,890,247
2026-08-21,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-21,johor,31031-1,1,Pangsapuri Servis,808,667
2026-08-21,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-21,johor,13531-2,0,Pangsapuri Servis,824,720
2026-08-21,johor,31034-1,0,Soho,540,297
2026-08-21,johor,31034-1,1,Soho,472,93
2026-08-21,johor,31149-1,0,Pangsapuri Servis,637,212
2026-08-21,johor,31149-1,1,Pangsapuri Servis,637,84
2026-08-22,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-22,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-22,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-22,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-22,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-22,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-22,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-22,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-22,seputeh,30216-1,0,Pangsapuri Servis,154,35
2026-08-22,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-22,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-22,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-22,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,252
2026-08-22,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,83
2026-08-22,status13,31202-1,0,Pangsapuri Suite,680,100
2026-08-22,status13,31202-1,1,Pangsapuri Suite,630,83
2026-08-22,status13,13262-2,0,Pangsapuri Suite,747,47
2026-08-22,status13,13262-2,1,Pangsapuri Suite,797,297
2026-08-22,status13,30590-2,0,Soho,996,123
2026-08-22,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-22,status13,5911-33,1,Pangsapuri Servis,932,543
2026-08-22,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-22,status13,30821-1,0,Pangsapuri Suite,494,252
2026-08-22,status13,30821-1,1,Pangsapuri Suite,494,257
2026-08-22,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-22,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-22,status13,8824-5,0,Pangsapuri Servis,641,174
2026-08-22,status13,8824-5,1,Pangsapuri Servis,655,452
2026-08-22,status13,20253-3,0,Rumah Pangsa/Kondo,757,595
2026-08-22,status13,20253-3,1,Rumah Pangsa/Kondo,743,556
2026-08-22,status13,30876-1,0,Rumah Pangsa/Kondo,551,127
2026-08-22,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-22,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-22,status13,31332-1,0,Pangsapuri Servis,415,124
2026-08-22,status13,31332-1,1,Pangsapuri Servis,415,67
2026-08-22,johor,835-14,0,Pangsapuri Servis,715,302
2026-08-22,johor,30946-1,0,Pangsapuri Servis,1950,954
2026-08-22,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-22,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-22,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-22,johor,30635-1,2,Pangsapuri Servis,539,215
2026-08-22,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-22,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-22,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-22,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-22,johor,31100-1,2,Pangsapuri Servis,908,449
2026-08-22,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-22,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-22,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-22,johor,31074-1,2,Pangsapuri Servis,1027,229
2026-08-22,johor,9600-6,0,Pangsapuri Servis,843,494
2026-08-22,johor,9600-6,1,Pangsapuri Servis,890,247
2026-08-22,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-22,johor,31031-1,1,Pangsapuri Servis,808,667
2026-08-22,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-22,johor,13531-2,0,Pangsapuri Servis,824,720
2026-08-22,johor,31034-1,0,Soho,540,297
2026-08-22,johor,31034-1,1,Soho,472,93
2026-08-22,johor,31149-1,0,Pangsapuri Servis,637,212
2026-08-22,johor,31149-1,1,Pangsapuri Servis,637,84
2026-08-23,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-23,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-23,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-23,seputeh,32-16,3,Rumah Pangsa/Kondo,27,9
2026-08-23,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-23,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-23,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-23,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-23,seputeh,30216-1,0,Pangsapuri Servis,154,35
2026-08-23,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-23,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-23,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-23,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,254
2026-08-23,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,84
2026-08-23,status13,31202-1,0,Pangsapuri Suite,680,101
2026-08-23,status13,31202-1,1,Pangsapuri Suite,630,83
2026-08-23,status13,13262-2,0,Pangsapuri Suite,747,48
2026-08-23,status13,13262-2,1,Pangsapuri Suite,797,299
2026-08-23,status13,30590-2,0,Soho,996,123
2026-08-23,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-23,status13,5911-33,1,Pangsapuri Servis,932,545
2026-08-23,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-23,status13,30821-1,0,Pangsapuri Suite,494,255
2026-08-23,status13,30821-1,1,Pangsapuri Suite,494,258
2026-08-23,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-23,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-23,status13,8824-5,0,Pangsapuri Servis,641,184
2026-08-23,status13,8824-5,1,Pangsapuri Servis,655,456
2026-08-23,status13,20253-3,0,Rumah Pangsa/Kondo,757,595
2026-08-23,status13,20253-3,1,Rumah Pangsa/Kondo,743,557
2026-08-23,status13,30876-1,0,Rumah Pangsa/Kondo,551,127
2026-08-23,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-23,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-23,status13,31332-1,0,Pangsapuri Servis,415,130
2026-08-23,status13,31332-1,1,Pangsapuri Servis,415,72
2026-08-23,johor,835-14,0,Pangsapuri Servis,715,303
2026-08-23,johor,30946-1,0,Pangsapuri Servis,1950,959
2026-08-23,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-23,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-23,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-23,johor,30635-1,2,Pangsapuri Servis,539,216
2026-08-23,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-23,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-23,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-23,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-23,johor,31100-1,2,Pangsapuri Servis,908,449
2026-08-23,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-23,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-23,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-23,johor,31074-1,2,Pangsapuri Servis,1027,232
2026-08-23,johor,9600-6,0,Pangsapuri Servis,843,494
2026-08-23,johor,9600-6,1,Pangsapuri Servis,890,253
2026-08-23,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-23,johor,31031-1,1,Pangsapuri Servis,808,668
2026-08-23,johor,30828-3,0,Pangsapuri Servis,996,906
